invoice_line_no,date,itemno,pack,sale_bottles,sale_dollars,state_bottle_retail,vendor_no
S24541600032,2015-03-16T00:00:00.000,19068,6,12,365.88,30.49,65
S24540600028,2015-03-16T00:00:00.000,19068,6,2,60.98,30.49,65
S24538100008,2015-03-16T00:00:00.000,19068,6,6,182.94,30.49,65
S24538000006,2015-03-16T00:00:00.000,19068,6,6,182.94,30.49,65
S24530900019,2015-03-16T00:00:00.000,19068,6,2,60.98,30.49,65
S24528100005,2015-03-16T00:00:00.000,19068,6,6,182.94,30.49,65
S24526500010,2015-03-16T00:00:00.000,19068,6,6,182.94,30.49,65
S24525400071,2015-03-16T00:00:00.000,19068,6,1,30.49,30.49,65
S24520800051,2015-03-16T00:00:00.000,19068,6,12,365.88,30.49,65
S24520600026,2015-03-16T00:00:00.000,19068,6,6,182.94,30.49,65
S24520500039,2015-03-16T00:00:00.000,19068,6,12,365.88,30.49,65
S24519900021,2015-03-16T00:00:00.000,19068,6,6,182.94,30.49,65
S24517200004,2015-03-16T00:00:00.000,19068,6,54,1646.46,30.49,65
S24517000004,2015-03-16T00:00:00.000,19068,6,18,548.82,30.49,65
S24507900001,2015-03-16T00:00:00.000,19068,6,30,914.7,30.49,65
S24549000048,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24517600004,2015-03-17T00:00:00.000,19068,6,48,1463.52,30.49,65
S24517800003,2015-03-17T00:00:00.000,19068,6,270,8232.3,30.49,65
S24541100020,2015-03-17T00:00:00.000,19068,6,2,60.98,30.49,65
S24541900011,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24548100029,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24548200029,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24548500031,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24548600042,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24513300004,2015-03-17T00:00:00.000,19068,6,18,548.82,30.49,65
S24549900030,2015-03-17T00:00:00.000,19068,6,2,60.98,30.49,65
S24554000045,2015-03-17T00:00:00.000,19068,6,12,365.88,30.49,65
S24554400025,2015-03-17T00:00:00.000,19068,6,1,30.49,30.49,65
S24554700011,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24558600019,2015-03-17T00:00:00.000,19068,6,12,365.88,30.49,65
S24558800084,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24559600025,2015-03-17T00:00:00.000,19068,6,2,60.98,30.49,65
S24571500009,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24572300003,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24573300011,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24573900021,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24575100010,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24577900039,2015-03-17T00:00:00.000,19068,6,2,60.98,30.49,65
S24583900002,2015-03-17T00:00:00.000,19068,6,6,182.94,30.49,65
S24613400017,2015-03-18T00:00:00.000,19068,6,1,30.49,30.49,65
S24576300048,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24516800004,2015-03-18T00:00:00.000,19068,6,60,1829.4,30.49,65
S24517400004,2015-03-18T00:00:00.000,19068,6,84,2561.16,30.49,65
S24577700023,2015-03-18T00:00:00.000,19068,6,2,60.98,30.49,65
S24579500014,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24518000002,2015-03-18T00:00:00.000,19068,6,36,1097.64,30.49,65
S24582000016,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24582700033,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24582900048,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24612600021,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24606200045,2015-03-18T00:00:00.000,19068,6,2,60.98,30.49,65
S24583100037,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24607000029,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24586700009,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24588900017,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24590400048,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24593200063,2015-03-18T00:00:00.000,19068,6,1,30.49,30.49,65
S24596800012,2015-03-18T00:00:00.000,19068,6,2,60.98,30.49,65
S24597100021,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24597200020,2015-03-18T00:00:00.000,19068,6,3,91.47,30.49,65
S24597300003,2015-03-18T00:00:00.000,19068,6,3,91.47,30.49,65
S24597700054,2015-03-18T00:00:00.000,19068,6,1,30.49,30.49,65
S24599600008,2015-03-18T00:00:00.000,19068,6,6,182.94,30.49,65
S24605400019,2015-03-18T00:00:00.000,19068,6,1,30.49,30.49,65
S24618000055,2015-03-19T00:00:00.000,19068,6,2,60.98,30.49,65
S24611200025,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24611100023,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24611300031,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24611500037,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24618200010,2015-03-19T00:00:00.000,19068,6,3,91.47,30.49,65
S24619600014,2015-03-19T00:00:00.000,19068,6,1,30.49,30.49,65
S24620600018,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24622800002,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24623500050,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24624100024,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24628200078,2015-03-19T00:00:00.000,19068,6,1,30.49,30.49,65
S24629000039,2015-03-19T00:00:00.000,19068,6,6,182.94,30.49,65
S24631800078,2015-03-19T00:00:00.000,19068,6,18,548.82,30.49,65
S24668100006,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24655100034,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24654300006,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24654000036,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24653400042,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24652700015,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24651600117,2015-03-23T00:00:00.000,19068,6,2,60.98,30.49,65
S24650200029,2015-03-23T00:00:00.000,19068,6,3,91.47,30.49,65
S24648600089,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24648000053,2015-03-23T00:00:00.000,19068,6,1,30.49,30.49,65
S24645900008,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24645600027,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24645500024,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24645400018,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24643900011,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24643800010,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24659100013,2015-03-23T00:00:00.000,19068,6,2,60.98,30.49,65
S24656400022,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24651000008,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24661100024,2015-03-23T00:00:00.000,19068,6,2,60.98,30.49,65
S24661200021,2015-03-23T00:00:00.000,19068,6,2,60.98,30.49,65
S24660300003,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24661300015,2015-03-23T00:00:00.000,19068,6,1,30.49,30.49,65
S24661600001,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24649700012,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24656100014,2015-03-23T00:00:00.000,19068,6,3,91.47,30.49,65
S24667600034,2015-03-23T00:00:00.000,19068,6,6,182.94,30.49,65
S24698200028,2015-03-24T00:00:00.000,19068,6,2,60.98,30.49,65
S24642400010,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24660600002,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24662800010,2015-03-24T00:00:00.000,19068,6,3,91.47,30.49,65
S24671800021,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24672700028,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24672900027,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24673000020,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24675600004,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24680000035,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24682500032,2015-03-24T00:00:00.000,19068,6,1,30.49,30.49,65
S24682600041,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24683100010,2015-03-24T00:00:00.000,19068,6,1,30.49,30.49,65
S24684100032,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24685600072,2015-03-24T00:00:00.000,19068,6,3,91.47,30.49,65
S24685800011,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24686100038,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24686700018,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24686900004,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24693100036,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24695800010,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24701900001,2015-03-24T00:00:00.000,19068,6,6,182.94,30.49,65
S24707000016,2015-03-24T00:00:00.000,19068,6,2,60.98,30.49,65
S24692400043,2015-03-24T00:00:00.000,19068,6,1,30.49,30.49,65
S24683800010,2015-03-24T00:00:00.000,19068,6,1,30.49,30.49,65
S24720100067,2015-03-25T00:00:00.000,19068,6,2,60.98,30.49,65
S24712100021,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24734400027,2015-03-25T00:00:00.000,19068,6,2,60.98,30.49,65
S24734800024,2015-03-25T00:00:00.000,19068,6,1,30.49,30.49,65
S24734300014,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24733300041,2015-03-25T00:00:00.000,19068,6,2,60.98,30.49,65
S24733000025,2015-03-25T00:00:00.000,19068,6,2,60.98,30.49,65
S24732200083,2015-03-25T00:00:00.000,19068,6,3,91.47,30.49,65
S24731200055,2015-03-25T00:00:00.000,19068,6,1,30.49,30.49,65
S24730700017,2015-03-25T00:00:00.000,19068,6,2,60.98,30.49,65
S24728800039,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24728100009,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24727000031,2015-03-25T00:00:00.000,19068,6,1,30.49,30.49,65
S24724200019,2015-03-25T00:00:00.000,19068,6,18,548.82,30.49,65
S24722900001,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24722800016,2015-03-25T00:00:00.000,19068,6,2,60.98,30.49,65
S24716900047,2015-03-25T00:00:00.000,19068,6,1,30.49,30.49,65
S24710500004,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24709100010,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24708000022,2015-03-25T00:00:00.000,19068,6,1,30.49,30.49,65
S24707600015,2015-03-25T00:00:00.000,19068,6,2,60.98,30.49,65
S24704400031,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24703700015,2015-03-25T00:00:00.000,19068,6,6,182.94,30.49,65
S24700900017,2015-03-25T00:00:00.000,19068,6,4,121.96,30.49,65
S24730500036,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24749300043,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24749200023,2015-03-26T00:00:00.000,19068,6,2,60.98,30.49,65
S24740600005,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24724600009,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24730000024,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24730200045,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24729700017,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24740000055,2015-03-26T00:00:00.000,19068,6,2,60.98,30.49,65
S24737300012,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24732700002,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24753800010,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24753500026,2015-03-26T00:00:00.000,19068,6,6,182.94,30.49,65
S24752100013,2015-03-26T00:00:00.000,19068,6,1,30.49,30.49,65
S24773800018,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24775000014,2015-03-30T00:00:00.000,19068,6,4,121.96,30.49,65
S24775900062,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24776000018,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24778100003,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24780500015,2015-03-30T00:00:00.000,19068,6,2,60.98,30.49,65
S24781400071,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24762900037,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24772000004,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24771300061,2015-03-30T00:00:00.000,19068,6,18,548.82,30.49,65
S24781800011,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24785900033,2015-03-30T00:00:00.000,19068,6,78,2378.22,30.49,65
S24788200063,2015-03-30T00:00:00.000,19068,6,72,2195.28,30.49,65
S24770200016,2015-03-30T00:00:00.000,19068,6,2,60.98,30.49,65
S24789700029,2015-03-30T00:00:00.000,19068,6,2,60.98,30.49,65
S24790300007,2015-03-30T00:00:00.000,19068,6,54,1646.46,30.49,65
S24791400020,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24774300004,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24770000006,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24769300007,2015-03-30T00:00:00.000,19068,6,1,30.49,30.49,65
S24768400053,2015-03-30T00:00:00.000,19068,6,2,60.98,30.49,65
S24767000134,2015-03-30T00:00:00.000,19068,6,48,1463.52,30.49,65
S24765400019,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24764100110,2015-03-30T00:00:00.000,19068,6,6,182.94,30.49,65
S24763100054,2015-03-30T00:00:00.000,19068,6,12,365.88,30.49,65
S24761600032,2015-03-30T00:00:00.000,19068,6,30,914.7,30.49,65
S24761500013,2015-03-30T00:00:00.000,19068,6,1,30.49,30.49,65
S24792800040,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24761400044,2015-03-31T00:00:00.000,19068,6,1,30.49,30.49,65
S24802300021,2015-03-31T00:00:00.000,19068,6,12,365.88,30.49,65
S24808100024,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24810900001,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24817500089,2015-03-31T00:00:00.000,19068,6,48,1463.52,30.49,65
S24824800015,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24822300100,2015-03-31T00:00:00.000,19068,6,78,2378.22,30.49,65
S24821300004,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24816500018,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24814800031,2015-03-31T00:00:00.000,19068,6,3,91.47,30.49,65
S24814700069,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24814100005,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24812000005,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24811500002,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24804900031,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24802700083,2015-03-31T00:00:00.000,19068,6,1,30.49,30.49,65
S24800000012,2015-03-31T00:00:00.000,19068,6,3,91.47,30.49,65
S24799600024,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24797400016,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24796600021,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24794000011,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24793100026,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24793000045,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24792700019,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24792400014,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24792300016,2015-03-31T00:00:00.000,19068,6,6,182.94,30.49,65
S24783900020,2015-03-31T00:00:00.000,19068,6,30,914.7,30.49,65
S24782000022,2015-03-31T00:00:00.000,19068,6,2,60.98,30.49,65
S24840100064,2015-04-01T00:00:00.000,19068,6,1,31.49,31.49,65
S24836900189,2015-04-01T00:00:00.000,19068,6,2,62.98,31.49,65
S24834000019,2015-04-01T00:00:00.000,19068,6,2,62.98,31.49,65
S24832000013,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24831100015,2015-04-01T00:00:00.000,19068,6,1,31.49,31.49,65
S24829800042,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24829300023,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24828700013,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24827100006,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24857000016,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24841900011,2015-04-01T00:00:00.000,19068,6,3,94.47,31.49,65
S24835900003,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24849200215,2015-04-01T00:00:00.000,19068,6,2,62.98,31.49,65
S24852400013,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24829600012,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24855300043,2015-04-01T00:00:00.000,19068,6,1,31.49,31.49,65
S24854800033,2015-04-01T00:00:00.000,19068,6,2,62.98,31.49,65
S24855700014,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24851300016,2015-04-01T00:00:00.000,19068,6,2,62.98,31.49,65
S24851100003,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24848300008,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24843400087,2015-04-01T00:00:00.000,19068,6,5,157.45,31.49,65
S24843000003,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24842900028,2015-04-01T00:00:00.000,19068,6,6,188.94,31.49,65
S24842000012,2015-04-01T00:00:00.000,19068,6,2,62.98,31.49,65
S24864100011,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24869700012,2015-04-02T00:00:00.000,19068,6,3,94.47,31.49,65
S24869000023,2015-04-02T00:00:00.000,19068,6,12,377.88,31.49,65
S24867500013,2015-04-02T00:00:00.000,19068,6,1,31.49,31.49,65
S24867000027,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24866800011,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24864500051,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24871500011,2015-04-02T00:00:00.000,19068,6,1,31.49,31.49,65
S24863600052,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24860600051,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24860100003,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24858100006,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24855400013,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24852700021,2015-04-02T00:00:00.000,19068,6,3,94.47,31.49,65
S24867700038,2015-04-02T00:00:00.000,19068,6,2,62.98,31.49,65
S24878300028,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24876800018,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24875500034,2015-04-02T00:00:00.000,19068,6,2,62.98,31.49,65
S24874500006,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24874400017,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24874100011,2015-04-02T00:00:00.000,19068,6,6,188.94,31.49,65
S24900400002,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24899900009,2015-04-06T00:00:00.000,19068,6,1,31.49,31.49,65
S24899300099,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24897500039,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24894800049,2015-04-06T00:00:00.000,19068,6,2,62.98,31.49,65
S24894100058,2015-04-06T00:00:00.000,19068,6,12,377.88,31.49,65
S24892600003,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24890200013,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24889800005,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24907200002,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24888800050,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24888700047,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24888500041,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24888300039,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24888100049,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24887800028,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24887600012,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24901500081,2015-04-06T00:00:00.000,19068,6,1,31.49,31.49,65
S24914400017,2015-04-06T00:00:00.000,19068,6,1,31.49,31.49,65
S24886500021,2015-04-06T00:00:00.000,19068,6,1,31.49,31.49,65
S24912100020,2015-04-06T00:00:00.000,19068,6,2,62.98,31.49,65
S24905900077,2015-04-06T00:00:00.000,19068,6,3,94.47,31.49,65
S24906000005,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24907100022,2015-04-06T00:00:00.000,19068,6,6,188.94,31.49,65
S24925800039,2015-04-07T00:00:00.000,19068,6,1,31.49,31.49,65
S24941000008,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24939400010,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24938800058,2015-04-07T00:00:00.000,19068,6,2,62.98,31.49,65
S24935400001,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24935100011,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24933300015,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24928600040,2015-04-07T00:00:00.000,19068,6,2,62.98,31.49,65
S24926700037,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24926500018,2015-04-07T00:00:00.000,19068,6,2,62.98,31.49,65
S24926400005,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24924600033,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24924500026,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24924400018,2015-04-07T00:00:00.000,19068,6,1,31.49,31.49,65
S24924100045,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24923200001,2015-04-07T00:00:00.000,19068,6,12,377.88,31.49,65
S24921700018,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24916200054,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24916000039,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24915200046,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24915100021,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24908900018,2015-04-07T00:00:00.000,19068,6,2,62.98,31.49,65
S24889300041,2015-04-07T00:00:00.000,19068,6,2,62.98,31.49,65
S24869400013,2015-04-07T00:00:00.000,19068,6,6,188.94,31.49,65
S24951000041,2015-04-08T00:00:00.000,19068,6,6,188.94,31.49,65
S24957100054,2015-04-08T00:00:00.000,19068,6,6,188.94,31.49,65
S24964600014,2015-04-08T00:00:00.000,19068,6,2,62.98,31.49,65
S24961400084,2015-04-08T00:00:00.000,19068,6,1,31.49,31.49,65
S24953800022,2015-04-08T00:00:00.000,19068,6,3,94.47,31.49,65
S24950700029,2015-04-08T00:00:00.000,19068,6,6,188.94,31.49,65
S24961200022,2015-04-08T00:00:00.000,19068,6,2,62.98,31.49,65
S24957800009,2015-04-08T00:00:00.000,19068,6,2,62.98,31.49,65
S24950300017,2015-04-08T00:00:00.000,19068,6,6,188.94,31.49,65
S24954700022,2015-04-08T00:00:00.000,19068,6,2,62.98,31.49,65
S24955300070,2015-04-08T00:00:00.000,19068,6,2,62.98,31.49,65
S24954600025,2015-04-08T00:00:00.000,19068,6,1,31.49,31.49,65
S24948800024,2015-04-08T00:00:00.000,19068,6,1,31.49,31.49,65
S24971900047,2015-04-08T00:00:00.000,19068,6,6,188.94,31.49,65
S24965900039,2015-04-08T00:00:00.000,19068,6,3,94.47,31.49,65
S24967400183,2015-04-08T00:00:00.000,19068,6,2,62.98,31.49,65
S24971700040,2015-04-08T00:00:00.000,19068,6,2,62.98,31.49,65
S24971100003,2015-04-08T00:00:00.000,19068,6,6,188.94,31.49,65
S24977400037,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S24977800054,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S24978300069,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S24979200020,2015-04-09T00:00:00.000,19068,6,3,94.47,31.49,65
S24977600027,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S24982100161,2015-04-09T00:00:00.000,19068,6,2,62.98,31.49,65
S24982600008,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S24988000032,2015-04-09T00:00:00.000,19068,6,1,31.49,31.49,65
S24983200083,2015-04-09T00:00:00.000,19068,6,2,62.98,31.49,65
S24970000011,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S24998500028,2015-04-09T00:00:00.000,19068,6,2,62.98,31.49,65
S24997300045,2015-04-09T00:00:00.000,19068,6,2,62.98,31.49,65
S24992600012,2015-04-09T00:00:00.000,19068,6,1,31.49,31.49,65
S24976900019,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S24977700040,2015-04-09T00:00:00.000,19068,6,6,188.94,31.49,65
S25021000005,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25014000032,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25013700024,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25018700002,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25013400021,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25012700025,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25012200021,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25011300016,2015-04-13T00:00:00.000,19068,6,1,31.49,31.49,65
S25031100015,2015-04-13T00:00:00.000,19068,6,2,62.98,31.49,65
S25030600001,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25011900018,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25025700019,2015-04-13T00:00:00.000,19068,6,2,62.98,31.49,65
S25025600004,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25024100030,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
S25031700028,2015-04-13T00:00:00.000,19068,6,6,188.94,31.49,65
